FILENAME,URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
8073816.txt,https://idfcc-64955.web.app/,28,idfcc-64955.web.app,19,0,app,51.35734072,0.733333333,0.001502,0.032027709,3,1,0,0,0,11,0.393,5,0.179,0,0,0,4,0.143,1,108,8125,1,idfcc-64955web,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
8037187.txt,https://constant9800.z13.web.core.windows.net/,46,constant9800.z13.web.core.windows.net,37,0,net,59.57809504,0.393939394,0.0384199,0.047924862,3,4,0,0,0,26,0.565,6,0.13,0,0,0,6,0.13,1,2,321,1,constant9800z13webcorewindows,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
m2w00158.txt,http://www.uniswap.homes,23,www.uniswap.homes,17,0,homes,77.67094017,1,0.000003,0.054834114,5,1,0,0,0,11,0.478,0,0,0,0,0,1,0.043,0,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8119602.txt,https://yyf71d9o.square.site/,29,yyf71d9o.square.site,20,0,site,63.16666667,0.6,0.0017656,0.042429387,4,1,0,0,0,15,0.517,3,0.103,0,0,0,3,0.103,1,68,80,1,yyf71d9osquare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
885147.txt,https://www.redlandorchidfest.org,32,www.redlandorchidfest.org,25,0,org,100,1,0.0799628,0.059365147,3,1,0,0,0,19,0.594,0,0,0,0,0,1,0.031,1,1098,787,1,redlandchidfest,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,4,0,2,11,0,18,1
158455.txt,https://www.reachwebexperts.com,30,www.reachwebexperts.com,23,0,com,100,1,0.5229071,0.059338573,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1087,7343,1,reachwebexperts,100,100,1,1,1,0,0,1,0,3,1,1,1,1,0,0,1,0,1,27,11,18,4,0,17,1
mw52086.txt,http://www.dyn.ch,16,www.dyn.ch,10,0,ch,87.3015873,1,0.0049832,0.043528809,2,1,0,0,0,4,0.25,0,0,0,0,0,1,0.062,0,9,50,1,dyn,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw143581.txt,http://www.freelancerwebdesignerhyderabad.com,44,www.freelancerwebdesignerhyderabad.com,38,0,com,100,1,0.5229071,0.05850175,3,1,0,0,0,32,0.727,0,0,0,0,0,1,0.023,0,9,54,1,freelancerwebdesignerhyderabad,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8059455.txt,https://webmail-102001.weeblysite.com/,38,webmail-102001.weeblysite.com,29,0,com,55.29924693,0.68,0.5229071,0.044373284,3,1,0,0,0,20,0.526,6,0.158,0,0,0,4,0.105,1,271,19637,1,webmail-102001weeblysite,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
20768.txt,https://www.unccd.int,20,www.unccd.int,13,0,int,100,1,0.0001586,0.055154888,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,4391,2519,1,unccd,100,100,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,43,3,3,59,1,36,1
232439.txt,https://www.smufl.org,20,www.smufl.org,13,0,org,100,1,0.0799628,0.053045651,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,224,1746,1,smufl,100,100,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4,12,25,0,32,1
757661.txt,https://www.marasgroup.com.au,28,www.marasgroup.com.au,21,0,au,100,0.785714286,0.0100856,0.065035182,2,2,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,3221,1820,1,mrsgroupcom,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,357,5,20,59,0,60,1
565395.txt,https://www.crowleyinsurance.com,31,www.crowleyinsurance.com,24,0,com,100,1,0.5229071,0.063404683,3,1,0,0,0,18,0.581,0,0,0,0,0,1,0.032,1,1168,9381,1,crowleyinsurance,100,100,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,35,12,14,59,11,63,1
mw59575.txt,http://www.institutionsapproach.com,34,www.institutionsapproach.com,28,0,com,66.32010082,1,0.5229071,0.062042814,3,1,0,0,0,22,0.647,0,0,0,0,0,1,0.029,0,2,489,1,institutionsapproach,100,100,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mw65025.txt,http://www.laodaoo.oss-ap-southeast-5.aliyuncs.com,49,www.laodaoo.oss-ap-southeast-5.aliyuncs.com,43,0,com,84.14201183,0.314285714,0.5229071,0.062778012,3,3,0,0,0,31,0.633,1,0.02,0,0,0,6,0.122,0,10,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph12019.txt,https://hyperharmony.com/wp-admin/vn/anzquestion.htm,52,hyperharmony.com,16,0,com,28.05785124,1,0.5229071,0.052464722,3,0,0,0,0,38,0.731,0,0,0,0,0,6,0.115,1,503,4536,1,hyperharmonywp-adminvnanzquestionhtm,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,1,0,1,6,0,0,4,0
mw24766.txt,http://www.bigblackcandles.com,29,www.bigblackcandles.com,23,0,com,69.30747922,1,0.5229071,0.056214077,3,1,0,0,0,17,0.586,0,0,0,0,0,1,0.034,0,2,2826,1,bigblackcandles,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
731818.txt,https://www.tantra-kundalini.com,31,www.tantra-kundalini.com,24,0,com,100,0.625,0.5229071,0.059536554,3,1,0,0,0,17,0.548,0,0,0,0,0,2,0.065,1,399,1820,1,tantra-kundalini,100,100,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,5,13,47,0,36,1
7959340.txt,https://klclnj.webwave.dev/,26,klclnj.webwave.dev,18,0,dev,43.85964912,0.571428571,0.0009613,0.042782312,3,1,0,0,0,16,0.615,0,0,0,0,0,2,0.077,1,66,3018,1,klclnjwebwave,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,0
104272.txt,https://www.kaufmanmusiccenter.org,33,www.kaufmanmusiccenter.org,26,0,org,100,1,0.0799628,0.061068139,3,1,0,0,0,20,0.606,0,0,0,0,0,1,0.03,1,595,1132,1,kaufmanmusiccenter,100,100,1,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,16,2,8,40,0,45,1
714471.txt,https://www.filmjabber.com,25,www.filmjabber.com,18,0,com,100,1,0.5229071,0.053523719,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,401,361,1,filmjabber,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,1,10,48,0,22,1
653569.txt,https://www.labane.com,21,www.labane.com,14,0,com,100,1,0.5229071,0.068880281,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1791,23114,1,labane,100,100,0,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1,37,33,38,0,7,223,1
179728.txt,https://www.careerfairplus.com,29,www.careerfairplus.com,22,0,com,100,1,0.5229071,0.063113437,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,1236,1419,1,careerfairplus,100,100,1,0,1,0,0,1,0,2,0,0,0,1,0,0,0,0,1,28,5,24,18,0,23,1
505361.txt,https://www.blickrothenberg.com,30,www.blickrothenberg.com,23,0,com,100,1,0.5229071,0.058009319,3,1,0,0,0,17,0.567,0,0,0,0,0,1,0.033,1,1552,9381,1,blickrothenberg,100,100,0,1,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,25,6,10,278,6,335,1
171376.txt,https://www.kurskadmin.ru,24,www.kurskadmin.ru,17,0,ru,100,1,0.0180132,0.048898206,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,7235,8527,1,kuskadmin,0,0,1,0,1,0,0,1,0,6,0,0,0,0,0,0,1,0,1,42,16,20,642,3,26,1
7998945.txt,https://docs.google.com/forms/d/e/1faipqlsc4be7mrtvsnpefajfjbm4-hgf6uz5swrkcvh4lf-csmi6n5q/viewform,98,docs.google.com,15,0,com,16.78278721,0.636363636,0.5229071,0.043094267,3,1,0,0,0,72,0.735,9,0.092,0,0,0,9,0.092,1,3,2256,1,docsgoogleformsde1faipqlsc4be7mrtvsnpefajfjbm4-hgf6uz5swrkcvh4lf-csmi6n5qviewfor,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,1,0
8099441.txt,https://easyquickdomains.profit-domain.com/home.php,51,easyquickdomains.profit-domain.com,34,0,com,30.84714096,0.566666667,0.5229071,0.057506879,3,1,0,0,0,38,0.745,0,0,0,0,0,5,0.098,1,9,118,1,easyquickdomainsprofit-domainhomephp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
8121093.txt,https://autohandelwwa.pl/authorize.php?9btvih4z49hqe5ewzf8wv0sy9xsz3qtpx7roqjpyasdk3xp5u1egpgsnkd0xmfolu3v610bor1yd0s3ommpjp0ls4ng4uwaeixjvmbwjucly6rel96riqoskguoicvshkl09qikaxfqg5jj5burf2ghq6qyzj1ci5vq28sxtk4hlue41mrytkv7fqpqr9s1sbifshambnh2gmokgpiv7sb6yr8ha2gjfhodn9yhehy3yesglkydaj8kxjspey9be,295,autohandelwwa.pl,16,0,pl,4.207050657,1,0.0069695,0.031321537,2,0,0,0,0,231,0.783,52,0.176,0,1,0,3,0.014,1,113,325,1,autohandelwwaauthorizephp?9btvih4z49hqe5ewzf8wv0sy9xsz3qtpx7roqjpyasdk3xp5u1egpgsnkd0xmfolu3v610bor1yd0s3ommpjp0ls4ng4uwaeixjvmbwjucly6rel96riqoskguoicvshkl09qikaxfqg5jj5burf2ghq6qyzj1ci5vq28sxtk4hlue41mrytkv7fqpqr9s1sbifshambnh2gmokgpiv7sb6yr8ha2gjfhodn9yhehy3yesglkydaj8kxjspey9be,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,4,1,3,7,7,0
589523.txt,https://www.rentafija.com,24,www.rentafija.com,17,0,com,100,1,0.5229071,0.062384867,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,1914,28883,1,rentafija,100,100,0,1,1,0,0,1,0,5,0,1,1,0,0,0,1,1,1,46,18,56,172,0,156,1
705735.txt,https://www.offexploring.com,27,www.offexploring.com,20,0,com,100,1,0.5229071,0.055838783,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,533,271,1,offexploring,100,100,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,1,26,5,12,40,0,2,1
416373.txt,https://www.shopamapparel.com,28,www.shopamapparel.com,21,0,com,100,1,0.5229071,0.062181961,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,14147,67079,1,shopamapparel,100,100,0,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,678,22,40,1090,22,69,1
472297.txt,https://www.yazaki-group.com,27,www.yazaki-group.com,20,0,com,100,0.583333333,0.5229071,0.052734625,3,1,0,0,0,13,0.481,0,0,0,0,0,2,0.074,1,212,355,1,yazaki-group,100,100,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,20,4,12,5,0,23,1
mw203864.txt,http://www.cinemanews.info,25,www.cinemanews.info,19,0,info,80.81632653,1,0.0075051,0.05966725,4,1,0,0,0,13,0.52,0,0,0,0,0,1,0.04,0,2,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100061.txt,https://www.stratcom.mil,23,www.stratcom.mil,16,0,mil,100,1,0.0002984,0.067127825,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,1141,5832,1,stratcom,100,100,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,31,4,8,62,5,77,1
8095533.txt,https://onedrive6-92ce3.web.app/,32,onedrive6-92ce3.web.app,23,0,app,42.87964713,0.578947368,0.001502,0.04636041,3,1,0,0,0,16,0.5,4,0.125,0,0,0,4,0.125,1,3,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71112.txt,https://www.linguistlist.org,27,www.linguistlist.org,20,0,org,100,1,0.0799628,0.055650064,3,1,0,0,0,14,0.519,0,0,0,0,0,1,0.037,1,523,418,1,linguistlist,100,100,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,21,7,11,38,10,40,1
538077.txt,https://www.gurmeajanda.com,26,www.gurmeajanda.com,19,0,com,100,1,0.5229071,0.060511627,3,1,0,0,0,13,0.5,0,0,0,0,0,1,0.038,1,1715,9381,1,gurmeajanda,100,100,0,1,1,0,0,1,0,0,0,1,1,1,1,0,1,0,1,59,26,43,249,1,259,1
7495310.txt,http://yousee-refusion.web.app/,30,yousee-refusion.web.app,23,0,app,47.54253308,0.473684211,0.001502,0.055715148,3,1,0,0,0,20,0.667,0,0,0,0,0,3,0.1,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7227992.txt,https://forms.office.com/pages/responsepage.aspx?id=dqsikwdsw0yxejajblztrqaaaaaaaaaaaao__tdasqlurfrqmjzxneyxn0g3vexutfvzq0mztu9fms4u,131,forms.office.com,16,0,com,13.0830385,0.583333333,0.5229071,0.04497455,3,1,0,0,0,108,0.824,6,0.046,1,1,0,7,0.069,1,179,24085,1,formsofficepagesresponsepageaspx?id=dqsikwdsw0yxejajblztrqaaaaaaaaaaaao__tdasqlurfrqmjzxneyxn0g3vexutfvzq0mztu9fms4,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,8,1,0,3,0
mw225.txt,http://www.i.cluob.pro,21,www.i.cluob.pro,15,0,pro,59.63636364,0.857142857,0.0005555,0.052886387,3,2,0,0,0,8,0.381,0,0,0,0,0,2,0.095,0,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8018155.txt,https://vticket.eu/liefrung/8a9f242cf580f362c397dc92f3c46a4e/execution.html?c=dhl_info,85,vticket.eu,10,0,eu,10.59287033,1,0.0056158,0.036927261,2,0,0,0,0,49,0.576,20,0.235,1,1,0,6,0.094,1,2,94,0,0,0,1.388888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8104463.txt,https://maildinshaakckjnw617.firebaseapp.com/,45,maildinshaakckjnw617.firebaseapp.com,36,0,com,51.63079746,0.65625,0.5229071,0.049205373,3,1,0,0,0,31,0.689,3,0.067,0,0,0,3,0.067,1,108,8125,1,maildinshaakckjnw617firebaseapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
7724638.txt,https://23b.rhjac.workers.dev/index.html,39,23b.rhjac.workers.dev,21,0,dev,25.27225379,0.588235294,0.0009613,0.045617868,3,2,0,0,0,24,0.615,2,0.051,0,0,0,5,0.128,1,97,14851,1,23brhjacworkersindexhtm,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3,0,1,1,0,0,0
8031235.txt,https://adopen.az/off/officeadobe/index.html,43,adopen.az,9,0,az,30.70153487,1,0.0001673,0.05577382,2,0,0,0,0,30,0.698,0,0,0,0,0,5,0.116,1,155,11746,1,adopenoffofficeadobeindexhtm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,5,2,10,0,0,3,0
8058102.txt,https://cuentaenpeligrodebloqueo.bisaaviso.repl.co/,51,cuentaenpeligrodebloqueo.bisaaviso.repl.co,42,0,co,26.01908981,0.641025641,0.0059772,0.061373502,2,2,0,0,0,39,0.765,0,0,0,0,0,4,0.078,1,198,869,1,cuentaenpeligrodebloqueobisaavisorepl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
231068.txt,https://www.wateengast.nl,24,www.wateengast.nl,17,0,nl,100,1,0.0082003,0.060193941,2,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,916,8047,1,wateegast,0,0,0,1,1,0,0,1,0,2,0,1,1,0,0,0,0,0,1,26,17,31,146,1,155,1
133299.txt,https://www.rosie.com,20,www.rosie.com,13,0,com,100,1,0.5229071,0.078304502,3,1,0,0,0,7,0.35,0,0,0,0,0,1,0.05,1,336,2101,1,rosie,100,100,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,34,4,9,32,0,39,1
mw71425.txt,http://www.luckyvertical.com,27,www.luckyvertical.com,21,0,com,70.7420223,1,0.5229071,0.055362944,3,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,2,2826,1,luckyvertical,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
27535.txt,https://www.schumer.senate.gov,29,www.schumer.senate.gov,22,0,gov,100,0.571428571,0.0033282,0.063799583,3,2,0,0,0,15,0.517,0,0,0,0,0,2,0.069,1,3307,478,1,schumersenate,0,0,0,0,1,1,0,1,0,2,0,1,1,1,0,0,1,0,0,9,8,19,82,0,61,1
oph04279.txt,http://04329a.com/,18,04329a.com,10,0,com,70.18181818,1,0.5229071,0.036113376,3,0,0,0,0,4,0.222,5,0.278,0,0,0,2,0.111,0,4,58,0,0,16.66666667,16.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7970625.txt,http://dexbrowservalidator.com,29,dexbrowservalidator.com,23,0,com,57.81348456,1,0.5229071,0.058752939,3,0,0,0,0,21,0.724,0,0,0,0,0,1,0.034,0,9,50,1,dexbrowservalidator,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8125130.txt,https://ipfs.eth.aragon.network/ipfs/bafybeidu4ushsgyz2xecvtki5srcgap7ttp7cvqvyxkeclmrrlsj5nuo3a,96,ipfs.eth.aragon.network,23,0,network,12.69587473,0.466666667,0.0002818,0.042811102,7,2,0,0,0,76,0.792,7,0.073,0,0,0,5,0.052,1,106,16702,1,ipfsetharagonipfsbafybeidu4ushsgyz2xecvtki5srcgap7ttp7cvqvyxkeclmrrlsj5nuo3a,0,0,0,1,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,3,0,6,0,0,0,0
843697.txt,https://www.desalescatholicschool.org,36,www.desalescatholicschool.org,29,0,org,100,1,0.0799628,0.066255105,3,1,0,0,0,23,0.639,0,0,0,0,0,1,0.028,1,1112,4403,1,desalescatholicschool,100,100,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,16,2,25,131,1,136,1
838603.txt,https://www.lyonscsd.org,23,www.lyonscsd.org,16,0,org,100,1,0.0799628,0.059509598,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,7220,10527,1,lyonscsd,100,100,1,0,1,1,1,0,0,8,0,1,1,1,0,0,0,0,1,34,66,42,138,0,59,1
mw46280.txt,http://www.viedechretien.org,27,www.viedechretien.org,21,0,org,57.49080882,1,0.0799628,0.064111521,3,1,0,0,0,15,0.556,0,0,0,0,0,1,0.037,0,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111433.txt,https://www.totalbrain.com,25,www.totalbrain.com,18,0,com,100,1,0.5229071,0.06661459,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,3562,9381,1,totalbrain,100,100,0,1,1,1,0,1,0,2,0,1,0,0,0,0,0,0,1,53,35,69,66,0,118,1
8130649.txt,https://s.amaucszaou.icu,24,s.amaucszaou.icu,16,0,icu,47.36639754,0.916666667,0.0000398,0.059237893,3,1,0,0,0,14,0.583,0,0,0,0,0,2,0.083,1,13,73,1,samaucszaou,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
626665.txt,https://www.vipsdeal.com,23,www.vipsdeal.com,16,0,com,100,1,0.5229071,0.057407247,3,1,0,0,0,10,0.435,0,0,0,0,0,1,0.043,1,464,9261,1,vipsdeal,100,100,1,1,1,0,0,1,1,0,1,1,1,1,0,0,0,0,1,20,30,35,96,0,104,1
399826.txt,https://www.line-stickers.com,28,www.line-stickers.com,21,0,com,100,0.692307692,0.5229071,0.064177928,3,1,0,0,0,14,0.5,0,0,0,0,0,2,0.071,1,865,8047,1,line-stickers,100,100,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,24,5,12,134,3,133,1
mw22489.txt,http://www.gamers-nor.com,24,www.gamers-nor.com,18,0,com,79.72789116,0.7,0.5229071,0.070547538,3,1,0,0,0,11,0.458,0,0,0,0,0,2,0.083,0,92,189,1,gamers-nor,100,100,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0
23377.txt,https://www.nghttp2.org,22,www.nghttp2.org,15,0,org,100,1,0.0799628,0.045705256,3,1,0,0,0,8,0.364,1,0.045,0,0,0,1,0.045,1,205,274,1,nghttp2,100,100,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,5,24,0,20,1
mw2614.txt,http://www.blindsidefantasy.com,30,www.blindsidefantasy.com,24,0,com,64.48753463,1,0.5229071,0.055004199,3,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oph02000.txt,http://www.mospacka.com/wp-admin/network/webmail-rd127/,54,www.mospacka.com,16,0,com,25.85181179,1,0.5229071,0.052081058,3,1,0,0,0,34,0.63,3,0.056,0,0,0,6,0.111,0,9,106,1,mospackawp-adminnetworkwebmail-rd127,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
566091.txt,https://www.naheedaspencer.com,29,www.naheedaspencer.com,22,0,com,100,1,0.5229071,0.067565866,3,1,0,0,0,16,0.552,0,0,0,0,0,1,0.034,1,2619,9381,1,naheedaspencer,100,100,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,51,1,19,28,0,36,1
oph09486.txt,https://lion-4ik.github.io/netflix,34,lion-4ik.github.io,18,0,io,54.67893929,0.533333333,0.0129268,0.048357291,2,1,0,0,0,21,0.618,1,0.029,0,0,0,4,0.118,1,9,50,1,ln-4ikgithubnetflix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701006.txt,https://www.gtav.asn.au,22,www.gtav.asn.au,15,0,au,100,0.625,0.0100856,0.056497354,2,2,0,0,0,8,0.364,0,0,0,0,0,2,0.091,1,644,991,1,gtvsn,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,15,6,14,126,2,82,1
431015.txt,https://www.studyintaiwan.org,28,www.studyintaiwan.org,21,0,org,100,1,0.0799628,0.05476112,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,1484,752,1,studyintaiwan,100,100,1,0,1,1,1,0,6,20,0,1,0,1,0,0,0,0,1,182,9,21,126,9,140,1
381379.txt,https://www.thundafund.com,25,www.thundafund.com,18,0,com,100,1,0.5229071,0.049128831,3,1,0,0,0,12,0.48,0,0,0,0,0,1,0.04,1,1842,252,1,thundafund,100,100,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,35,13,33,35,0,20,1
794126.txt,https://www.icwr.ca,18,www.icwr.ca,11,0,ca,100,1,0.0101825,0.056381945,2,1,0,0,0,5,0.278,0,0,0,0,0,1,0.056,1,885,2145,1,iwr,0,0,0,0,0,0,0,1,0,3,0,1,0,1,0,0,0,0,0,7,3,11,1,0,5,1
145230.txt,https://www.trioangle.com,24,www.trioangle.com,17,0,com,100,1,0.5229071,0.068890126,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,2325,790,1,trioangle,100,100,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,41,3,14,115,0,131,1
mw202426.txt,http://www.snchealthmedico.com,30,www.snchealthmedico.com,23,0,com,63.37950139,1,0.5229071,0.064416991,3,1,0,0,0,18,0.6,0,0,0,0,0,1,0.033,0,2,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
700631.txt,https://www.aravot-ru.am,23,www.aravot-ru.am,16,0,am,100,0.777777778,0.0002356,0.063221396,2,1,0,0,0,9,0.391,0,0,0,0,0,2,0.087,1,3029,42570,1,rvot-ru,0,0,1,0,1,0,0,0,0,4,0,1,0,1,0,0,0,0,1,59,14,29,397,1,384,1
7974640.txt,https://263487690394106.ml/,26,263487690394106.ml,18,0,ml,34.95776478,1,0.0001306,0.007144258,2,0,0,0,0,2,0.077,15,0.577,0,0,0,1,0.038,1,15,155,1,2.63E+14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179453.txt,https://www.kronospan-express.com,32,www.kronospan-express.com,25,0,com,100,0.588235294,0.5229071,0.062019912,3,1,0,0,0,18,0.562,0,0,0,0,0,2,0.062,1,734,4854,1,kronospan-express,100,100,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,8,26,15,0,90,1
97392.txt,https://www.bewelcome.org,24,www.bewelcome.org,17,0,org,100,1,0.0799628,0.067873253,3,1,0,0,0,11,0.458,0,0,0,0,0,1,0.042,1,477,543,1,bewelcome,100,100,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,11,4,4,60,0,14,1
47066.txt,https://www.ncausa.org,21,www.ncausa.org,14,0,org,100,1,0.0799628,0.068175647,3,1,0,0,0,8,0.381,0,0,0,0,0,1,0.048,1,1318,3126,1,ncausa,100,100,0,0,1,0,0,0,0,4,0,1,0,1,0,0,1,0,1,9,7,23,98,2,73,1
7960542.txt,https://franciscopereira.com/,28,franciscopereira.com,20,0,com,100,1,0.5229071,0.068044907,3,0,0,0,0,19,0.679,0,0,0,0,0,1,0.036,1,2,10691,1,franciscopereira,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
546157.txt,https://www.shopneighbour.com,28,www.shopneighbour.com,21,0,com,100,1,0.5229071,0.057575784,3,1,0,0,0,15,0.536,0,0,0,0,0,1,0.036,1,4794,2677,1,shopneighbour,100,100,0,0,1,0,0,1,0,19,0,0,1,1,1,1,1,0,1,172,6,20,877,0,14,1
